label,text_original,text_processed
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",fuck babe miss sooooo much wish sleep bed lone go sleep dream love
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",live simpl love also simpl laugh simpl win tooo simpl simpl difficult gud nte
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,secret admir look make contact ufind rreveal think ur specialcal 09058094599
ham,"Ah, well that confuses things, doesnÛ÷t it?",ah well confus thing doesnt
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,500 free text msg text ok 80488 well credit account
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear call urgnt dont know what problem dont want work problem least tell wate repli
ham,Dear how you. Are you ok?,dear ok
spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS",select stay 250 top british hotel noth holiday worth 350 claim call london 02072069400 bx 526 sw73ss
ham,Yes princess! I want to make you happy...,ye princess want make happi
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,sound like mani talent would like go dinner date next week
ham,I am going to film 2day da. At 6pm. Sorry da.,go film 2day da 6pm sorri da
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,watch movi alreadi xy want shop im shop
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,hello littl parti anim thought id buzz friend grin remind love send naughti ador kiss
ham,Yesterday its with me only . Now am going home.,yesterday go home
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",come life brought sun shini warm heart put constant smile face make feel love care
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",shit wasnt surpris went spent even french guy met town fool around bit didnt let fuck
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",0anetwork allow compani bill sm respons supplier
ham,Great comedy..cant stop laughing da:),great comedyc stop laugh da
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,freemsgfeelin kinda lnli hope like keep compani jst got cam mobi wan na pictxt repli date 82242 msg150p 2rcv hlp 08712317606 stop 82242
ham,"Alright, we're all set here, text the man",alright set text man
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",hi theyr keen go kind feel shouldnt go tomo dont mind
ham,Sleeping nt feeling well,sleep nt feel well
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,switch fone dammit
ham,India have to take lead:),india take lead
ham,I.ll post her out l8r. In class,ill post l8r class
ham,Thts wat Wright Brother did to fly..,tht wat wright brother fli
ham,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!",even good somewhat event laden fill dont worri head ok throat wreck see six
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),laugh realli loud talk spontan dont care other feel probabl dear amp best friend goodeven dear
ham,ITS A LAPTOP TAKE IT WITH YOU.,laptop take
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,dont file bagi work call mei tell find anyth room
ham,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,wan earli lei outsid wun home earli neva mind
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",ur chanc win 250 cash everi wk txt action 80608 tsc wwwmovietriviatv custcar 08712405022 1x150pwk
ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? ,bugi juz wat im walk home oredi late repli oso saw top dat like din buy
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",wish famili merri ma happi new year advanc
ham,At 7 we will go ok na.,go ok na
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ye post coupl pic fb there still snow outsid im wake
ham,S:-)if we have one good partnership going we will take lead:),sif one good partnership go take lead
spam,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50,rgent 2nd attempt contact uu 1250 call 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvari max7 50
ham,"Yeah, where's your class at?",yeah where class
ham,No just send to you. Bec you in temple na.,send bec templ na
ham,"You aren't coming home between class, right? I need to work out and shower!",arent come home class right need work shower
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL,hi ur lookin sauci daytim fun wiv busti marri woman free next week chat sort time 09099726429 janinexx calls1minmobsmorelkpobox177hp51fl
ham,S but mostly not like that.,mostli like
ham,ÌÏ v ma fan...,fan
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,dunno co late reach insid alreadi ate spageddi lor gal laugh lor
ham,Guess who spent all last night phasing in and out of the fourth dimension,guess spent last night phase fourth dimens
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,dad gon na call get work ask crazi question
ham,"Yes..but they said its IT.,",yesbut said
ham,Very hurting n meaningful lines ever: \I compromised everything for my love,hurt meaning line ever compromis everyth love
ham,Lmao!nice 1,lmaonic
ham,Glad to see your reply.,glad see repli
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,urgent tri contact today draw show 800 prize guarante call 09050001295 land line claim a21 valid 12hr
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,monthli password wap mobsicom 391784 use wap phone pc
ham,Nah dub but je still buff,nah dub je still buff
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But,pain word thought happi toughest thing earth
ham,"Yeah, that's fine! It's å£6 to get in, is that ok? ",yeah that fine get ok
ham,Lol where do u come up with these ideas?,lol come idea
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",mani peopl seem special first sight remain special till last sight maintain till life end shja
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",today song dedic day song dedic send ur valuabl frnd first rpli
ham,Okay... We wait ah,okay wait ah
ham,Y lei?,lei
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,hi babe like bed im sorri tonight realli wan na see tomorrow call love xxx
ham,Already am squatting is the new way of walking,alreadi squat new way walk
ham,Do you want bold 2 or bb torch,want bold bb torch
ham,Cramps stopped. Going back to sleep,cramp stop go back sleep
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,today vodafon number end 0089mi last four digit select receiv 350 award number match pleas call 09063442151 claim 350 award
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top rington sub weekli ringtoneget 1st week freesend subpoli 816183 per weekstop sms08718727870
ham,Nan sonathaya soladha. Why boss?,nan sonathaya soladha boss
ham,Bring tat cd don forget,bring tat cd forget
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshin quiz wkli win top soni dvd player know countri algarv txt ansr 82277 150 sptyron
ham,I don't know but I'm raping dudes at poker,dont know im rape dude poker
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,weightloss girl friend make load money ebay someth give thank god
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,gr8 see messag leav congrat dear school wat ur plan
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? ,eatin later im eatin wif fren lei go home first
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,finish alreadi yar keep say mushi embarrass ok
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",sorri man stash ran dri last night cant pick sunday
ham,Hai priya are you right. What doctor said pa. Where are you.,hai priya right doctor said pa
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",free msg sorri servic order 81303 could deliv suffici credit pleas top receiv servic
ham,Ok...,ok
ham,Please ask mummy to call father,pleas ask mummi call father
ham,Can come my room but cannot come my house cos my house still messy... Haha...,come room come hous co hous still messi haha
ham,I have lost 10 kilos as of today!,lost 10 kilo today
ham,Just taste fish curry :-P,tast fish curri
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,might accid tookplac somewher ghodbandar rd traffic move slove plz slip amp dont worri
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,yun ahnow wkg wherebtw go nu sc wana specialis wad
